"strain","seedbank","price","currency","url","source","file"
"Candy Games #25","blimburnseeds.com","60","EUR","https://blimburnseeds.com/candy-games-25/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Candy Games #25","blimburnseeds.com","60","EUR","https://blimburnseeds.com/candy-games-25/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Candy Games #38","blimburnseeds.com","0","EUR","https://blimburnseeds.com/candy-games-38/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Candy Games #38","blimburnseeds.com","60","EUR","https://blimburnseeds.com/candy-games-38/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Candy Games #38","blimburnseeds.com","60","EUR","https://blimburnseeds.com/candy-games-38/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Candy Games #38","blimburnseeds.com","60","EUR","https://blimburnseeds.com/candy-games-38/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Cannabinoids","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/cannabinoids/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Cannabis Clones","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cannabis-clones/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Cannabis Cup Winners","blimburnseeds.com","0","EUR","https://blimburnseeds.com/award-winning-cannabis-seeds/cannabis-cup-winners/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Cannabis Events","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/events/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_categories.json"
"Cannabis Extraction","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cannabis-extraction/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Cannabis Recipes","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/recipes/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_categories.json"
"Cap Junky","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cap-junky/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cap Junky","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/cap-junky/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cap Junky HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cap-junky-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cap Junky HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/cap-junky-hmc/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Cap Junky HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/cap-junky-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Cap Junky HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/cap-junky-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Carbon Fiber","blimburnseeds.com","0","EUR","https://blimburnseeds.com/carbon-fiber/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Carbon Fiber","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/carbon-fiber/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"CBD","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/cbd/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"CBD Collection","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cbd-collection-cbd-essentials/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"CBD Collection","blimburnseeds.com","46","EUR","https://blimburnseeds.com/cbd-collection-cbd-essentials/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"CBD Collection","blimburnseeds.com","46","EUR","https://blimburnseeds.com/cbd-collection-cbd-essentials/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"CBD Collection","blimburnseeds.com","46","EUR","https://blimburnseeds.com/cbd-collection-cbd-essentials/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"CBD Seeds","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cbd-seeds/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"CBG","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/cbg/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Cement Shoes THCA Flower","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cement-shoes-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cement Shoes THCA Flower","blimburnseeds.com","40","EUR","https://blimburnseeds.com/cement-shoes-thca-flower/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Cement Shoes THCA Flower","blimburnseeds.com","40","EUR","https://blimburnseeds.com/cement-shoes-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cement Shoes THCA Flower","blimburnseeds.com","40","EUR","https://blimburnseeds.com/cement-shoes-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Cereal Milk Cannabis Extraction","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cereal-milk-cannabis-extraction/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cereal Milk Cannabis Extraction","blimburnseeds.com","90","EUR","https://blimburnseeds.com/cereal-milk-cannabis-extraction/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Chernobyl THCA Flower","blimburnseeds.com","0","EUR","https://blimburnseeds.com/chernobyl-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Chernobyl THCA Flower","blimburnseeds.com","40","EUR","https://blimburnseeds.com/chernobyl-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Classics Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/classics-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Classics Edition","blimburnseeds.com","46","EUR","https://blimburnseeds.com/classics-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Classics Edition","blimburnseeds.com","46","EUR","https://blimburnseeds.com/classics-edition/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Classics Edition","blimburnseeds.com","46","EUR","https://blimburnseeds.com/classics-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Clothes","blimburnseeds.com","0","EUR","https://blimburnseeds.com/clothes/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Cream Caramel Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/cream-caramel-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cream Caramel Auto","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/cream-caramel-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Cup Winner","blimburnseeds.com","0","EUR","https://blimburnseeds.com/product-tag/cannabis-cup-winner/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_product_tag.json"
"Dark Devil Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/dark-devil-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Dark Devil Auto","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/dark-devil-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Daytime Energy","blimburnseeds.com","0","EUR","https://blimburnseeds.com/daytime-energy-pure-uplift/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Daytime Energy","blimburnseeds.com","46","EUR","https://blimburnseeds.com/daytime-energy-pure-uplift/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Discreet Labeling","blimburnseeds.com","0","EUR","https://blimburnseeds.com/add-discreet-labeling/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Donny Burger","blimburnseeds.com","0","EUR","https://blimburnseeds.com/donny-burger/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Donny Burger","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/donny-burger/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Donny Burger THCA Flower","blimburnseeds.com","0","EUR","https://blimburnseeds.com/donny-burger-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Donny Burger THCA Flower","blimburnseeds.com","40","EUR","https://blimburnseeds.com/donny-burger-thca-flower/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Do-si-Dos F1","blimburnseeds.com","0","EUR","https://blimburnseeds.com/do-si-dos-f1/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Do-si-Dos F1","blimburnseeds.com","24","EUR","https://blimburnseeds.com/do-si-dos-f1/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Double Runtz clones","blimburnseeds.com","0","EUR","https://blimburnseeds.com/double-runtz-clones/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Double Runtz clones","blimburnseeds.com","39","EUR","https://blimburnseeds.com/double-runtz-clones/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Double Runtz clones","blimburnseeds.com","39","EUR","https://blimburnseeds.com/double-runtz-clones/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Double Runtz clones","blimburnseeds.com","39","EUR","https://blimburnseeds.com/double-runtz-clones/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Durban Poison Autoflower HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/durban-poison-autoflower-hmc-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Durban Poison Autoflower HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/durban-poison-autoflower-hmc-edition/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Durban Poison Autoflower HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/durban-poison-autoflower-hmc-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Durban Poison Autoflower HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/durban-poison-autoflower-hmc-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Easy Button Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/easy-button-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_product.json"
"Easy Button Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/easy-button-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Easy Button Auto","blimburnseeds.com","60","EUR","https://blimburnseeds.com/easy-button-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Easy Button Auto","blimburnseeds.com","60","EUR","https://blimburnseeds.com/easy-button-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Easy Button Auto","blimburnseeds.com","60","EUR","https://blimburnseeds.com/easy-button-auto/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Elite Packs Collection","blimburnseeds.com","0","EUR","https://blimburnseeds.com/elite-packs-collection/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Emerald Cup","blimburnseeds.com","0","EUR","https://blimburnseeds.com/award-winning-cannabis-seeds/emerald-cup/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Everglades Og Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/everglades-og-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Everglades Og Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/everglades-og-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_product.json"
"Everglades Og Auto","blimburnseeds.com","60","EUR","https://blimburnseeds.com/everglades-og-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Extras","blimburnseeds.com","0","EUR","https://blimburnseeds.com/extras/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"F1 AUTO","blimburnseeds.com","0","EUR","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"F1 AUTO","blimburnseeds.com","72","EUR","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"F1 AUTO","blimburnseeds.com","72","EUR","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"F1 AUTO","blimburnseeds.com","72","EUR","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"F1 Autoflower Seeds","blimburnseeds.com","0","EUR","https://blimburnseeds.com/f1-autoflower-seeds/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"F1 FEM","blimburnseeds.com","0","EUR","https://blimburnseeds.com/f1-fem-hybrid-vigor/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"F1 FEM","blimburnseeds.com","72","EUR","https://blimburnseeds.com/f1-fem-hybrid-vigor/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"F1 FEM","blimburnseeds.com","72","EUR","https://blimburnseeds.com/f1-fem-hybrid-vigor/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"F1 FEM","blimburnseeds.com","72","EUR","https://blimburnseeds.com/f1-fem-hybrid-vigor/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"F1 Feminized Seeds","blimburnseeds.com","0","EUR","https://blimburnseeds.com/feminized-f1/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Fast Blooming","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/fast-blooming/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Fast Bud Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fast-bud-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fast Bud Auto","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/fast-bud-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fast Flowering","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/fast-flowering/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Fast Flowering Seeds","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fast-flowering-seeds/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Fast Growers","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fast-growers-quick-bloom/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fast Growers","blimburnseeds.com","46","EUR","https://blimburnseeds.com/fast-growers-quick-bloom/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Fast Growers","blimburnseeds.com","46","EUR","https://blimburnseeds.com/fast-growers-quick-bloom/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Fast Growers","blimburnseeds.com","46","EUR","https://blimburnseeds.com/fast-growers-quick-bloom/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fast Version","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/fast-version/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Fat Bastard Auto HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fat-bastard-auto-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fat Bastard Auto HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/fat-bastard-auto-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fat Bastard HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fat-bastard-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fat Bastard HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/fat-bastard-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Feminized","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/feminized/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Feminized CBD Seeds","blimburnseeds.com","0","EUR","https://blimburnseeds.com/feminized-cbd-seeds/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Feminized Seeds","blimburnseeds.com","0","EUR","https://blimburnseeds.com/feminized-seeds/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Find your Strain","blimburnseeds.com","0","EUR","https://blimburnseeds.com/find-your-strain/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Flash Sales","blimburnseeds.com","0","EUR","https://blimburnseeds.com/flash-sales/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wc_store_products_categories.json"
"Food","blimburnseeds.com","0","EUR","https://blimburnseeds.com/blog/tag/food/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_tags.json"
"Forbidden Fruit Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/forbidden-fruit-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Fruit Auto","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/forbidden-fruit-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Fruit HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/forbidden-fruit-hmc-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Fruit HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/forbidden-fruit-hmc-edition/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Runtz Auto","blimburnseeds.com","0","EUR","https://blimburnseeds.com/forbidden-runtz-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Runtz Auto","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/forbidden-runtz-auto/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Runtz Auto HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/forbidden-runtz-auto-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Forbidden Runtz Auto HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/forbidden-runtz-auto-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fruity Flavour","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fruity-flavour-fruit-punch/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fruity Flavour","blimburnseeds.com","46","EUR","https://blimburnseeds.com/fruity-flavour-fruit-punch/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fruity Loops","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fruity-loops/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fruity Loops","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/fruity-loops/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Fruity Loops","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/fruity-loops/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fruity Loops","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/fruity-loops/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Fuelato Pre Roll","blimburnseeds.com","0","EUR","https://blimburnseeds.com/fuelato-pre-roll/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Fuelato Pre Roll","blimburnseeds.com","12","EUR","https://blimburnseeds.com/fuelato-pre-roll/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Fuelato Pre Roll","blimburnseeds.com","12","EUR","https://blimburnseeds.com/fuelato-pre-roll/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Fuelato Pre Roll","blimburnseeds.com","12","EUR","https://blimburnseeds.com/fuelato-pre-roll/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Future #1 HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/future-1-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Future #1 HMC Edition","blimburnseeds.com","42","EUR","https://blimburnseeds.com/future-1-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Game Over","blimburnseeds.com","0","EUR","https://blimburnseeds.com/game-over/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\route_samples\blimburnseeds.com_wp-json_wp_v2_product.json"
"Game Over","blimburnseeds.com","0","EUR","https://blimburnseeds.com/game-over/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Game Over","blimburnseeds.com","60","EUR","https://blimburnseeds.com/game-over/","json_by_host","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\analysis\json_by_host\blimburnseeds.com.json"
"Game Over","blimburnseeds.com","60","EUR","https://blimburnseeds.com/game-over/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\products_final.json"
"Game Over","blimburnseeds.com","60","EUR","https://blimburnseeds.com/game-over/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gary Payton x Honey","blimburnseeds.com","0","EUR","https://blimburnseeds.com/gary-payton-x-honey/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gary Payton x Honey","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/gary-payton-x-honey/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gas Burzt","blimburnseeds.com","0","EUR","https://blimburnseeds.com/gas-burzt/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gas Burzt","blimburnseeds.com","17,5","EUR","https://blimburnseeds.com/gas-burzt/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gelato 33 Clones","blimburnseeds.com","0","EUR","https://blimburnseeds.com/gelato-33-clones/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gelato 33 Clones","blimburnseeds.com","39","EUR","https://blimburnseeds.com/gelato-33-clones/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
"Gelato HMC Edition","blimburnseeds.com","0","EUR","https://blimburnseeds.com/gelato-hmc/","","C:\Users\kling\Desktop\SF-1_Sammelbecken\seedscan\out\normalized\normalized.json"
