"host","source_url","type","id","slug","title","price","sku","link","image","vendor","updated","price_norm"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","4927","marruecos-beldia-kif-semillas-regulares","Marruecos Beldia Kif Regular","1300","Moroccan_Beldia_Kif_regular_seeds","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-regulares/","","","","13"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","824","purple-hazexmalawi-semillas-feminizadas","Purple Haze x Malawi Feminizada","1500","Purple_HazexMalawi_feminized_seeds","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","28898","oaxaca-x-a5-haze-semillas-feminizadas","Oaxaca A5 Haze feminizada","1500","Oaxaca_A5_Haze_feminized_seeds","https://www.aceseeds.org/semillas/oaxaca-x-a5-haze-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","199","congo-semillas-feminizadas","Congo Feminizada","1500","Congo_feminized_seeds","https://www.aceseeds.org/semillas/congo-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2880","guawi-semillas-feminizadas","Guawi Feminizada","1500","Guawi_feminized_seeds","https://www.aceseeds.org/semillas/guawi-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","353","hazexkalichina-semillas-feminizadas","Haze X Kali China Feminizada","1500","HazexKaliChina_feminized_seeds","https://www.aceseeds.org/semillas/hazexkalichina-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25961","malawi-semillas-feminizadas","Malawi Feminizada","1500","Malawi_feminized_seeds","https://www.aceseeds.org/semillas/malawi-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","598","orient-express-semillas-feminizadas","Orient Express Feminizada","1500","Orient_Express_feminized_seeds","https://www.aceseeds.org/semillas/orient-express-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","662","panama-semillas-feminizadas","Panama Feminizada","1500","Panama_feminized_seeds","https://www.aceseeds.org/semillas/panama-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","730","panama-haze-semillas-feminizadas","Panama Haze Feminizada","1500","Panama_Haze_feminized_seeds","https://www.aceseeds.org/semillas/panama-haze-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25952","kali-china-semillas-feminizadas","Kali China Feminizada","1500","Kali_China_feminized_seeds","https://www.aceseeds.org/semillas/kali-china-semillas-feminizadas/","","","","15"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25987","killer-a5-haze-semillas-feminizadas","Killer A5 Haze Feminizada","1800","Killer_A5_Haze_feminized_seeds","https://www.aceseeds.org/semillas/killer-a5-haze-semillas-feminizadas/","","","","18"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","96","ace-mix-feminizada-semillas-baratas","ACE Mix Feminizada","2100","ACE_Mix_Feminized_cheap_seeds","https://www.aceseeds.org/semillas/ace-mix-feminizada-semillas-baratas/","","","","21"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1629","ace-mix-regular-semillas-baratas","ACE Mix Regular","2100","ACE_Mix_regular_cheap_seeds","https://www.aceseeds.org/semillas/ace-mix-regular-semillas-baratas/","","","","21"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5537","nepal-annapurna-semillas-regulares","Nepal Annapurna Regular","2600","Nepal_Annapurna_regular_seeds","https://www.aceseeds.org/semillas/nepal-annapurna-semillas-regulares/","","","","26"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","34172","hangkrarok-champion-semillas-regulares","Hangkrarok Champion Seeds Regular","3000","Hangkrarok-Champion-regular-seeds","https://www.aceseeds.org/semillas/hangkrarok-champion-semillas-regulares/","","","","30"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1719","congo-semillas-regulares","Congo Regular","3500","Congo_regular_seeds","https://www.aceseeds.org/semillas/congo-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2676","purple-hazexmalawi-semillas-regulares","Purple Haze x Malawi Regular","3500","Purple_HazexMalawi_regular_seeds","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2624","honduras-semillas-regulares","Honduras Regular","3500","Honduras_regular_seeds","https://www.aceseeds.org/semillas/honduras-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","26556","etiopia-semillas-regulares","Etíope Regular","3500","Ethiopia_regular_seeds","https://www.aceseeds.org/semillas/etiopia-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1987","nepal-jam-semillas-regulares","Nepal Jam Regular","3500","Nepal_Jam_regular_seeds","https://www.aceseeds.org/semillas/nepal-jam-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1853","orient-express-semillas-regulares","Orient Express Regular","3500","orient_express_regular_seeds","https://www.aceseeds.org/semillas/orient-express-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1659","bangi-haze-semillas-regulares","Bangi Haze Regular","3500","Bangi_Haze_regular_seeds","https://www.aceseeds.org/semillas/bangi-haze-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31700","cachemira-semillas-regulares","Cachemira Regular","3500","Kashmir_regular_seeds","https://www.aceseeds.org/semillas/cachemira-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25840","china-yunnan-semillas-regulares","China Yunnan Regular","3500","China_Yunnan_regular_seeds","https://www.aceseeds.org/semillas/china-yunnan-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2025","golden-tiger-semillas-regulares","Golden Tiger Regular","3500","Golden_Tiger_regular_seeds","https://www.aceseeds.org/semillas/golden-tiger-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","3887","malawixpanama-semillas-regulares","Malawi x Panamá Regular","3500","malawixpanama_regular_seeds","https://www.aceseeds.org/semillas/malawixpanama-semillas-regulares/","","","","35"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1081","oldtimers-haze-semillas-regulares","Oldtimer&#8217;s Haze Regular","4500","Oldtimers_Haze_regular_seeds","https://www.aceseeds.org/semillas/oldtimers-haze-semillas-regulares/","","","","45"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1907","panama-semillas-regulares","Panama Regular","4500","Panama_regular_seeds","https://www.aceseeds.org/semillas/panama-semillas-regulares/","","","","45"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1807","malawi-semillas-regulares","Malawi Regular","4500","Malawi_regular_seeds","https://www.aceseeds.org/semillas/malawi-semillas-regulares/","","","","45"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2101","pakistan-chitral-kush-semillas-regulares","Pakistan Chitral Kush Regular","4500","Pakistan_Chitral_Kush_regular_seeds","https://www.aceseeds.org/semillas/pakistan-chitral-kush-semillas-regulares/","","","","45"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5620","lao-highland-semillas-regulares","Lao Highland Regular","4800","Lao_Highland_regular_seeds","https://www.aceseeds.org/semillas/lao-highland-semillas-regulares/","","","","48"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6401","malawipckxerdpurt-semillas-regulares","Malawi / PCK #47 morada x ErdPurt I+D Regular","5000","MalawiPCKxErdPurt_regular_seeds","https://www.aceseeds.org/semillas/malawipckxerdpurt-semillas-regulares/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31409","kalidonia-semillas-feminizadas","Kalidonia Feminizada","5000","Kalidonia_feminized_seeds","https://www.aceseeds.org/semillas/kalidonia-semillas-feminizadas/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31963","congo-x-zamaldelica-id-semillas-regulares","Congo x Zamaldelica I+D Regular","5000","CongoxZamaldelica_regular-seeds","https://www.aceseeds.org/semillas/congo-x-zamaldelica-id-semillas-regulares/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6573","malawipckxnewmalawikiller-fem","Malawi / PCK #47 morada x Nueva Malawi asesina I+D Feminizada","5000","MalawiPCKxNewMalawiKiller_feminized_seeds","https://www.aceseeds.org/semillas/malawipckxnewmalawikiller-fem/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6327","bangicongoxzamaldelica-regular","Bangi Congo x Zamaldelica I+D Regular","5000","BangiCongoxZamaldelica_regular","https://www.aceseeds.org/semillas/bangicongoxzamaldelica-regular/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6407","panamaxerdpurt-semillas-regulares","Panama x ErdPurt I+D Regular","5000","PanamaxErdPurt_regular_seeds","https://www.aceseeds.org/semillas/panamaxerdpurt-semillas-regulares/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6273","purplemalawixerdpurt-semillas-regulares","Malawi Morada x ErdPurt I+D Regular","5000","PurpleMalawixErdPurt_regular_seeds","https://www.aceseeds.org/semillas/purplemalawixerdpurt-semillas-regulares/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6341","bangihazexerdpurt-regular","Bangi Haze x ErdPurt I+D Regular","5000","BangiHazexErdPurt_regular_seeds","https://www.aceseeds.org/semillas/bangihazexerdpurt-regular/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6243","erdpurtxpanama-semillas-feminizadas","ErdPurt x Panama I+D Feminizada","5000","ErdPurtxPanama_feminized_seeds","https://www.aceseeds.org/semillas/erdpurtxpanama-semillas-feminizadas/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31325","himalaya-snow-semillas-regulares","Himalaya Snow Regular","5000","Himalaya_Snow_regular_seeds","https://www.aceseeds.org/semillas/himalaya-snow-semillas-regulares/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6389","goldentigerxerdpurt-regular","Golden Tiger x ErdPurt I+D Regular","5000","GoldenTigerxErdPurt_regular","https://www.aceseeds.org/semillas/goldentigerxerdpurt-regular/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6315","greenhazexzamaldelica-semillas-regulares","Green Haze #19 x Zamaldelica I+D Regular","5000","GreenHazexZamaldelica_regular_seeds","https://www.aceseeds.org/semillas/greenhazexzamaldelica-semillas-regulares/","","","","50"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","34068","mekhong-classic-semillas-regulares","Mekhong Classic Regular","5500","Mekhong_Classic_regular-seeds","https://www.aceseeds.org/semillas/mekhong-classic-semillas-regulares/","","","","55"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6321","purplehazexzamaldelica-semillas-regulares","Purple Haze #23 x Zamaldelica I+D Regular","6500","PurpleHazexZamaldelica_regular_seeds","https://www.aceseeds.org/semillas/purplehazexzamaldelica-semillas-regulares/","","","","65"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6425","c5hazexzamaldelica-regular","C5 Haze x Zamaldelica I+D Regular","6500","C5HazexZamaldelica_regular-seeds","https://www.aceseeds.org/semillas/c5hazexzamaldelica-regular/","","","","65"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6267","hashplanthazexmalawi-semillas-regulares","HashPlant Haze x Malawi I+D Regular","6500","HashPlantHazexMalawi_regular_seeds","https://www.aceseeds.org/semillas/hashplanthazexmalawi-semillas-regulares/","","","","65"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25907","c5-haze-x-kali-china-semillas-feminizadas","C5 Haze x Kali China Feminizada","6500","C5HazexKaliChina_feminized_seeds","https://www.aceseeds.org/semillas/c5-haze-x-kali-china-semillas-feminizadas/","","","","65"
