"host","title","price_norm","link","image","vendor","source_url","type","id","slug"
"aceseeds.org","HashPlant Haze x Malawi I+D Regular","65","https://www.aceseeds.org/semillas/hashplanthazexmalawi-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6267","hashplanthazexmalawi-semillas-regulares"
"aceseeds.org","6 HashTonic Feminizada","500","https://www.aceseeds.org/semillas/hashtonic-feminizada-copia/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31605","hashtonic-feminizada-copia"
"aceseeds.org","Haze X Kali China Feminizada","15","https://www.aceseeds.org/semillas/hazexkalichina-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","353","hazexkalichina-semillas-feminizadas"
"aceseeds.org","Hindu Kush Regular","150","https://www.aceseeds.org/semillas/hindu-kush-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","34393","hindu-kush-semillas-regulares"
"aceseeds.org","Honduras Regular","35","https://www.aceseeds.org/semillas/honduras-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2624","honduras-semillas-regulares"
"aceseeds.org","Honduras x Panama Feminizada","15","https://www.aceseeds.org/semillas/honduras-x-panama-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","32543","honduras-x-panama-semillas-feminizadas"
"aceseeds.org","Juanita x Malawi I+D Feminizada","42,25","https://www.aceseeds.org/semillas/juanitaxmalawi-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6495","juanitaxmalawi-semillas-feminizadas"
"aceseeds.org","Kali China Feminizada","15","https://www.aceseeds.org/semillas/kali-china-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25952","kali-china-semillas-feminizadas"
"aceseeds.org","Kalidonia Feminizada","50","https://www.aceseeds.org/semillas/kalidonia-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31409","kalidonia-semillas-feminizadas"
"aceseeds.org","Killer A5 Haze Regular","52","https://www.aceseeds.org/semillas/killer-a5-haze-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","32491","killer-a5-haze-semillas-regulares"
"aceseeds.org","Kullu Regular","39,5","https://www.aceseeds.org/semillas/kullu-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","4504","kullu-semillas-regulares"
"aceseeds.org","Lao Highland Regular","48","https://www.aceseeds.org/semillas/lao-highland-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5620","lao-highland-semillas-regulares"
"aceseeds.org","Líbano x Hokkaido Japón F1 I+D Regular","26","https://www.aceseeds.org/semillas/lebanonxhokkaidojapanf1-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6549","lebanonxhokkaidojapanf1-semillas-regulares"
"aceseeds.org","Líbano Regular","35","https://www.aceseeds.org/semillas/libano-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","3635","libano-semillas-regulares"
"aceseeds.org","Malawi / PCK #47 morada x ErdPurt I+D Regular","32,5","https://www.aceseeds.org/semillas/malawipckxerdpurt-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6401","malawipckxerdpurt-semillas-regulares"
"aceseeds.org","Malawi / PCK #47 morada x Nueva Malawi asesina I+D Feminizada","32,5","https://www.aceseeds.org/semillas/malawipckxnewmalawikiller-fem/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6573","malawipckxnewmalawikiller-fem"
"aceseeds.org","Malawi x Panamá Regular","35","https://www.aceseeds.org/semillas/malawixpanama-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","3887","malawixpanama-semillas-regulares"
"aceseeds.org","12 Marruecos Beldia Kif Regular","500","https://www.aceseeds.org/semillas/marruecos-beldia-kif-regular-copia/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31555","marruecos-beldia-kif-regular-copia"
"aceseeds.org","Marruecos Beldia Kif Feminizada","11","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5008","marruecos-beldia-kif-semillas-feminizadas"
"aceseeds.org","Marruecos Beldia Kif Regular","26","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","4927","marruecos-beldia-kif-semillas-regulares"
"aceseeds.org","Mastuj Chitral Albaricoque Morado Regular","150","https://www.aceseeds.org/semillas/mastuj-chitral-albaricoque-morado-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","32913","mastuj-chitral-albaricoque-morado-semillas-regulares"
"aceseeds.org","Nepal Annapurna Regular","26","https://www.aceseeds.org/semillas/nepal-annapurna-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5537","nepal-annapurna-semillas-regulares"
"aceseeds.org","Nepal Jam Regular","35","https://www.aceseeds.org/semillas/nepal-jam-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1987","nepal-jam-semillas-regulares"
"aceseeds.org","Nepal Mist Regular","50","https://www.aceseeds.org/semillas/nepal-mist-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5398","nepal-mist-semillas-regulares"
"aceseeds.org","Oaxaca x Zamaldelica I+D Regular","80","https://www.aceseeds.org/semillas/oaxaca-x-zamaldelica-id-regular-seeds/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31983","oaxaca-x-zamaldelica-id-regular-seeds"
"aceseeds.org","Oldtimer&#8217;s Haze Regular","45","https://www.aceseeds.org/semillas/oldtimers-haze-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1081","oldtimers-haze-semillas-regulares"
"aceseeds.org","Orient Express Regular","35","https://www.aceseeds.org/semillas/orient-express-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1853","orient-express-semillas-regulares"
"aceseeds.org","Panama A5 Haze Feminizada","80","https://www.aceseeds.org/semillas/panama-a5-haze-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6663","panama-a5-haze-semillas-feminizadas"
"aceseeds.org","Panama x Bangi Haze Feminizada","15","https://www.aceseeds.org/semillas/panama-bangi-haze-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","3074","panama-bangi-haze-semillas-feminizadas"
"aceseeds.org","Panama Haze Feminizada","15","https://www.aceseeds.org/semillas/panama-haze-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","730","panama-haze-semillas-feminizadas"
"aceseeds.org","Panama Haze Regular","35","https://www.aceseeds.org/semillas/panama-haze-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","28863","panama-haze-semillas-regulares"
"aceseeds.org","Panama Regular","45","https://www.aceseeds.org/semillas/panama-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1907","panama-semillas-regulares"
"aceseeds.org","Panama x Bangi Haze Regular","35","https://www.aceseeds.org/semillas/panamaxbangi-haze-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5075","panamaxbangi-haze-semillas-regulares"
"aceseeds.org","Panama x ErdPurt I+D Regular","32,5","https://www.aceseeds.org/semillas/panamaxerdpurt-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6407","panamaxerdpurt-semillas-regulares"
"aceseeds.org","Phu Phan Tiger Tail Regular","55","https://www.aceseeds.org/semillas/phu-phan-tiger-tail-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","34134","phu-phan-tiger-tail-semillas-regulares"
"aceseeds.org","6 Purple Haze x Malawi Feminizada","500","https://www.aceseeds.org/semillas/purple-haze-x-malawi-feminizada-copia/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31624","purple-haze-x-malawi-feminizada-copia"
"aceseeds.org","12 Purple Haze x Malawi Regular","500","https://www.aceseeds.org/semillas/purple-haze-x-malawi-regular-copia/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31575","purple-haze-x-malawi-regular-copia"
"aceseeds.org","Purple Haze x Malawi Feminizada","15","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","824","purple-hazexmalawi-semillas-feminizadas"
"aceseeds.org","Purple Haze x Malawi Regular","35","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","2676","purple-hazexmalawi-semillas-regulares"
"aceseeds.org","Purple Haze #23 x Thai Chiang Mai I+D Regular","65","https://www.aceseeds.org/semillas/purplehazexthaichiangmai-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6261","purplehazexthaichiangmai-semillas-regulares"
"aceseeds.org","Malawi Morada x ErdPurt I+D Regular","32,5","https://www.aceseeds.org/semillas/purplemalawixerdpurt-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6273","purplemalawixerdpurt-semillas-regulares"
"aceseeds.org","Baluchistán Quetta Selección Morada #1 Regular","150","https://www.aceseeds.org/semillas/quetta-seleccion-morada1-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6823","quetta-seleccion-morada1-semillas-regulares"
"aceseeds.org","Rasol Regular","32,5","https://www.aceseeds.org/semillas/rasol-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","4484","rasol-semillas-regulares"
"aceseeds.org","Rudra Solvent Feminizada","80","https://www.aceseeds.org/semillas/rudra-solvent-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31504","rudra-solvent-semillas-feminizadas"
"aceseeds.org","Siberian Ruderalis Feminizada","32,5","https://www.aceseeds.org/semillas/siberian-ruderalis-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31243","siberian-ruderalis-semillas-feminizadas"
"aceseeds.org","Super Malawi Haze Feminizada","15","https://www.aceseeds.org/semillas/super-malawi-haze-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","26013","super-malawi-haze-semillas-feminizadas"
"aceseeds.org","Super Malawi Haze Regular","35","https://www.aceseeds.org/semillas/super-malawi-haze-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","25885","super-malawi-haze-semillas-regulares"
"aceseeds.org","Thaidelica I+D Regular","32,5","https://www.aceseeds.org/semillas/thaidelica-id-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31990","thaidelica-id-semillas-regulares"
"aceseeds.org","Violeta Regular","35","https://www.aceseeds.org/semillas/violeta-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1273","violeta-semillas-regulares"
"aceseeds.org","12 Zamaldelica Regular","500","https://www.aceseeds.org/semillas/zamaldelica-regular-copia/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31585","zamaldelica-regular-copia"
"aceseeds.org","Zamaldelica Regular","35","https://www.aceseeds.org/semillas/zamaldelica-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1351","zamaldelica-semillas-regulares"
"aceseeds.org","Zamal morada x A5 Haze I+D Feminizada","42,25","https://www.aceseeds.org/semillas/zamalmoradaxa5haze-semillas-feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6309","zamalmoradaxa5haze-semillas-feminizadas"
"aceseeds.org","Zamal morada x Bangi Haze I+D Feminizada","42,25","https://www.aceseeds.org/semillas/zamalmoradaxbangihaze_semillas_feminizadas/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6579","zamalmoradaxbangihaze_semillas_feminizadas"
"aceseeds.org","Zamal morada x ErdPurt I+D Regular","32,5","https://www.aceseeds.org/semillas/zamalmoradaxerdpurt-semillas-regulares/","","","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","6413","zamalmoradaxerdpurt-semillas-regulares"
"blimburnseeds.com","Apple Fritter Autoflower HMC Edition","42","https://blimburnseeds.com/apple-fritter-autoflower-hmc-edition/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","388810","apple-fritter-autoflower-hmc-edition"
"blimburnseeds.com","Blackberry Moonrocks Auto HMC Edition","42","https://blimburnseeds.com/blackberry-moonrocks-auto-hmc-edition/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","388554","blackberry-moonrocks-auto-hmc-edition"
"blimburnseeds.com","Cafe Racer Autoflower","19,5","https://blimburnseeds.com/cafe-racer-autoflower/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","296639","cafe-racer-autoflower"
"blimburnseeds.com","Cream Caramel Auto","17,5","https://blimburnseeds.com/cream-caramel-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","263752","cream-caramel-auto"
"blimburnseeds.com","Easy Button Auto","60","https://blimburnseeds.com/easy-button-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","517759","easy-button-auto"
"blimburnseeds.com","F1 AUTO","72","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","393662","f1-auto-next-gen-autoflowers"
"blimburnseeds.com","Fast Bud Auto","17,5","https://blimburnseeds.com/fast-bud-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","264691","fast-bud-auto"
"blimburnseeds.com","Fat Bastard Auto HMC Edition","42","https://blimburnseeds.com/fat-bastard-auto-hmc/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","388505","fat-bastard-auto-hmc"
"blimburnseeds.com","Forbidden Fruit Auto","17,5","https://blimburnseeds.com/forbidden-fruit-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","265877","forbidden-fruit-auto"
"blimburnseeds.com","Forbidden Runtz Auto HMC Edition","42","https://blimburnseeds.com/forbidden-runtz-auto-hmc/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","388937","forbidden-runtz-auto-hmc"
"blimburnseeds.com","Forbidden Runtz Auto","17,5","https://blimburnseeds.com/forbidden-runtz-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","265902","forbidden-runtz-auto"
"blimburnseeds.com","Glookies Autoflower HMC Edition","42","https://blimburnseeds.com/glookies-autoflower-hmc/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","388884","glookies-autoflower-hmc"
"blimburnseeds.com","Godfather OG Auto","17,5","https://blimburnseeds.com/godfather-og-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","263732","godfather-og-auto"
"blimburnseeds.com","Gorilla Punch Auto","17,5","https://blimburnseeds.com/gorilla-punch-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","267624","gorilla-punch-auto"
"blimburnseeds.com","Haze Collection","46","https://blimburnseeds.com/haze-collection-psychedelic-power/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","393744","haze-collection-psychedelic-power"
"blimburnseeds.com","High THC Selection Auto","46","https://blimburnseeds.com/high-thc-selection-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","375887","high-thc-selection-auto"
"blimburnseeds.com","High THC Selection Fem","46","https://blimburnseeds.com/high-thc-selection-fem/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","375885","high-thc-selection-fem"
"blimburnseeds.com","High Yield Selection Fem","46","https://blimburnseeds.com/high-yield-selection-fem/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","375889","high-yield-selection-fem"
"blimburnseeds.com","Lemon Tree x Channel Kush","17,5","https://blimburnseeds.com/lemon-tree-x-channel-kush/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","269621","lemon-tree-x-channel-kush"
"blimburnseeds.com","OG 18 Kush Cannabis Extraction","90","https://blimburnseeds.com/og-18-kush-cannabis-extraction/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","297058","og-18-kush-cannabis-extraction"
"blimburnseeds.com","Pineapple Daddy Auto","60","https://blimburnseeds.com/pineapple-daddy-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","517984","pineapple-daddy-auto"
"blimburnseeds.com","Red Poison Auto","17,5","https://blimburnseeds.com/red-poison-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","267635","red-poison-auto"
"blimburnseeds.com","Red Strawberry Banana Auto","17,5","https://blimburnseeds.com/red-strawberry-banana-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","267666","red-strawberry-banana-auto"
"blimburnseeds.com","Santa Marta Haze Auto","17,5","https://blimburnseeds.com/santa-marta-haze-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","266708","santa-marta-haze-auto"
"blimburnseeds.com","Sativa Elite Fem","46","https://blimburnseeds.com/sativa-elite-fem/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","375900","sativa-elite-fem"
"blimburnseeds.com","Scrambler Haze &#8211; 1 seed","19,5","https://blimburnseeds.com/scrambler-haze-1-seed/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","241958","scrambler-haze-1-seed"
"blimburnseeds.com","Shortcut Auto","60","https://blimburnseeds.com/shortcut-auto/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","518004","shortcut-auto"
"blimburnseeds.com","Wedding Cake x Zkittlez Autoflower","17,5","https://blimburnseeds.com/wedding-cake-x-zkittlez-autoflower/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","185224","wedding-cake-x-zkittlez-autoflower"
"blimburnseeds.com","White Widow Autoflower HMC Edition","42","https://blimburnseeds.com/white-widow-autoflower-hmc-edition/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","388818","white-widow-autoflower-hmc-edition"
"blimburnseeds.com","Zkittlez Grape Bubble Autoflower","17,5","https://blimburnseeds.com/zkittlez-grape-bubble-autoflower/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","185249","zkittlez-grape-bubble-autoflower"
"blimburnseeds.com","Zkittlez x Gorilla Autoflower","17,5","https://blimburnseeds.com/zkittlez-x-gorilla-autoflower/","","","https://blimburnseeds.com/wp-json/wc/store/products","wc_store_product","185273","zkittlez-x-gorilla-autoflower"
"bulkseedbank.org","AUTO AK","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-ak-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2870","auto-ak-2"
"bulkseedbank.org","AUTO BRUCE BANNER #5","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-bruce-banner/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","27992","auto-bruce-banner"
"bulkseedbank.org","AUTO CHEESE","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-cheese-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2923","auto-cheese-2"
"bulkseedbank.org","AUTO CHRONICAL","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-chronical-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2941","auto-chronical-2"
"bulkseedbank.org","AUTO COCOPOPO","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-cocopopo-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2911","auto-cocopopo-2"
"bulkseedbank.org","AUTO COFFE ROCKET","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-coffe-rocket-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","28031","auto-coffe-rocket-2"
"bulkseedbank.org","AUTO CRITICAL","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-critical-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2929","auto-critical-2"
"bulkseedbank.org","AUTO DOSIDOS ROCKETOS","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-dosidos-rocketos-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","27953","auto-dosidos-rocketos-2"
"bulkseedbank.org","AUTO EAST RYDER","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-east-ryder-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2959","auto-east-ryder-2"
"bulkseedbank.org","AUTO EXTRA MINTZ","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-extra-mintz-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","28057","auto-extra-mintz-2"
"bulkseedbank.org","AUTO GELATO SAMBA","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-gelato-samba-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","16626","auto-gelato-samba-2"
"bulkseedbank.org","AUTO GUERILLA GLUE","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-guerilla-glue-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2887","auto-guerilla-glue-2"
"bulkseedbank.org","AUTO LAVENDER BEST","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-lavender-best-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2971","auto-lavender-best-2"
"bulkseedbank.org","AUTO LIME SKUNK","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-lime-skunk-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","2989","auto-lime-skunk-2"
"bulkseedbank.org","AUTO MAZAR EXTRA","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-mazar-extra-2/","","","https://bulkseedbank.org/wp-json/wc/store/products","wc_store_product","3013","auto-mazar-extra-2"
