"link","ok","code","reason"
"https://kcbrains.com/shop/cannabis-seeds/feminized-seeds/leda-uno-feminized/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/feminized-seeds/lemon-sherbet-feminized/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/feminized-seeds/mango-feminized/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/feminized-seeds/mind-bender-feminized/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/feminized-seeds/northern-light-special-feminized/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/feminized-seeds/white-kc-feminized/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/regular-seeds/bahia-black-head-regular/","True","200","OK"
"https://kcbrains.com/shop/cannabis-seeds/regular-seeds/kc-36-regular/","True","200","OK"
"https://lasemillaautomatica.com/tienda/autoflorecientes/kame-kush/","True","200","OK"
"https://northcoastgenetics.com/product/burmese-kush-x-blue-ice","True","200","OK"
"https://northcoastgenetics.com/product/killer-glue-haze-cake-f2","True","200","OK"
"https://northcoastgenetics.com/product/kroeng-krawia-thai-x-molikai-mountain-kush","True","200","OK"
"https://northcoastgenetics.com/product/moung-xai-thai-landrace-sativa","True","200","OK"
"https://northcoastgenetics.com/product/nevilles-haze-5-x-nevilles-haze-1-a5","True","200","OK"
"https://northcoastgenetics.com/product/pre-98-bubba-kush","True","200","OK"
"https://northcoastgenetics.com/product/purple-kush","True","200","OK"
"https://northcoastgenetics.com/product/syrian-landrace","True","200","OK"
"https://northcoastgenetics.com/product/zamberryks","True","200","OK"
"https://www.spliffseeds.nl/product/afghan-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/ak-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/ak-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/blue-berry-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/blue-berry-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/blue-medi-kush-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/bubblegun-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/crystal-white-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/dutch-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/dutch-blue-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/gelato-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/girls-scout-cookies-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/gold-bar-kush-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/gorilla-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/haze-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/jack-f1-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/jack-f1-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/mega-power-plant-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/mint-runtz-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/moon-walker-kush-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/nevilles-haze-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/power-plant-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/spliff-cheese-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/spliff-cheese-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/super-skunk-regular-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/zkittlez-automatic-female-cannabis-seeds/","True","200","OK"
"https://www.spliffseeds.nl/product/zkittlez-female-cannabis-seeds/","True","200","OK"
"https://thebulldogseeds.com/product/tb-gorilla-auto/","True","200","OK"
"https://thebulldogseeds.com/product/tb-kush/","True","200","OK"
"https://thebulldogseeds.com/product/tb-lemon-haze-auto/","True","200","OK"
"https://thebulldogseeds.com/product/tb-mimosa/","True","200","OK"
"https://www.visionseeds.nl/product/ak-49-autofem/","True","200","OK"
"https://www.visionseeds.nl/product/brainkiller-haze/","True","200","OK"
"https://www.visionseeds.nl/product/la-blanca-gold-autofem/","True","200","OK"
"https://www.visionseeds.nl/product/lowryder-autofem/","True","200","OK"
"https://www.visionseeds.nl/product/silver-haze/","True","200","OK"
"https://www.visionseeds.nl/product/super-skunk-autofem/","True","200","OK"
"https://www.visionseeds.nl/product/tom-kush-og/","True","200","OK"
"https://www.visionseeds.nl/product/vision-caramello-auto/","True","200","OK"
"https://www.visionseeds.nl/product/vision-gelato-auto/","True","200","OK"
"https://www.visionseeds.nl/product/white-widow-autofem/","True","200","OK"
