"host","source_url","type","id","slug","title","price","sku","link","image","vendor","updated"
"aceseeds.org","https://aceseeds.org/wp-json/wp/v2/product","wp_product","6543","marruecosbeldiaf1-semillas-regulares","Marruecos x Líbano F1 I+D Regular","","","https://www.aceseeds.org/semillas/marruecosbeldiaf1-semillas-regulares/","","","2025-05-03T17:25:07"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31555","marruecos-beldia-kif-regular-copia","12 Marruecos Beldia Kif Regular","50000","Moroccan_Beldia_Kif_regular_seeds-1","https://www.aceseeds.org/semillas/marruecos-beldia-kif-regular-copia/","","",""
"aceseeds.org","https://aceseeds.org/wp-json/wp/v2/product","wp_product","5008","marruecos-beldia-kif-semillas-feminizadas","Marruecos Beldia Kif Feminizada","","","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-feminizadas/","","","2025-10-05T10:19:23"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","4927","marruecos-beldia-kif-semillas-regulares","Marruecos Beldia Kif Regular","1300","Moroccan_Beldia_Kif_regular_seeds","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-regulares/","","",""
"aceseeds.org","https://aceseeds.org/wp-json/wp/v2/product","wp_product","32913","mastuj-chitral-albaricoque-morado-semillas-regulares","Mastuj Chitral Albaricoque Morado Regular","","","https://www.aceseeds.org/semillas/mastuj-chitral-albaricoque-morado-semillas-regulares/","","","2025-05-26T09:00:24"
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","34068","mekhong-classic-semillas-regulares","Mekhong Classic Regular","5500","Mekhong_Classic_regular-seeds","https://www.aceseeds.org/semillas/mekhong-classic-semillas-regulares/","","",""
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5700","mountain_gold_semillas_regulares","Mountain Gold Regular","0","Mountain_Gold_regular_seeds","https://www.aceseeds.org/semillas/mountain_gold_semillas_regulares/","","",""
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","5537","nepal-annapurna-semillas-regulares","Nepal Annapurna Regular","2600","Nepal_Annapurna_regular_seeds","https://www.aceseeds.org/semillas/nepal-annapurna-semillas-regulares/","","",""
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","31565","nepal-jam-regular-copia","12 Nepal Jam Regular","50000","Nepal_Jam_regular_seeds-1","https://www.aceseeds.org/semillas/nepal-jam-regular-copia/","","",""
"aceseeds.org","https://aceseeds.org/wp-json/wc/store/products","wc_store_product","1987","nepal-jam-semillas-regulares","Nepal Jam Regular","3500","Nepal_Jam_regular_seeds","https://www.aceseeds.org/semillas/nepal-jam-semillas-regulares/","","",""
