"title_norm","title_min","host_min","price_min","link_min","title_max","host_max","price_max","link_max","spread_abs","spread_x","hosts"
"","Auto Malawi x Northern Lights Feminizada","aceseeds.org","5,4","https://www.aceseeds.org/semillas/auto-malawi-nl-semillas-feminizadas/","6 Thai A5 Haze Feminizada","aceseeds.org","500","https://www.aceseeds.org/semillas/6-thai-a5-haze-feminizada/","494,6","92,59","aceseeds.org,blimburnseeds.com,bulkseedbank.org,dnagenetics.com,genehtik.com,hyp3rids.com,kcbrains.com,lasemillaautomatica.com,northcoastgenetics.com,spliffseeds.nl,thebulldogseeds.com,visionseeds.nl"
