"site","title","price","url","image","type","sku","vendor"
"aceseeds.org","Hangkrarok Champion Seeds Regular","30","https://www.aceseeds.org/semillas/hangkrarok-champion-semillas-regulares/","","wc_store_product","Hangkrarok-Champion-regular-seeds",""
"aceseeds.org","HashPlant Haze x Malawi I+D Regular","65","https://www.aceseeds.org/semillas/hashplanthazexmalawi-semillas-regulares/","","wc_store_product","HashPlantHazexMalawi_regular_seeds",""
"aceseeds.org","12 HashTonic Regular","500","https://www.aceseeds.org/semillas/hashtonic-regular-copia/","","wc_store_product","HashTonic_regular_seeds-1",""
"aceseeds.org","Haze X Kali China Feminizada","15","https://www.aceseeds.org/semillas/hazexkalichina-semillas-feminizadas/","","wc_store_product","HazexKaliChina_feminized_seeds",""
"aceseeds.org","Himalaya Snow Regular","50","https://www.aceseeds.org/semillas/himalaya-snow-semillas-regulares/","","wc_store_product","Himalaya_Snow_regular_seeds",""
"aceseeds.org","Honduras Regular","35","https://www.aceseeds.org/semillas/honduras-semillas-regulares/","","wc_store_product","Honduras_regular_seeds",""
"aceseeds.org","Juanita x ErdPurt I+D Regular","32,5","https://www.aceseeds.org/semillas/juanitaxerdpurt-semillas-regulares/","","wc_store_product","JuanitaxErdPurt_regular_seeds",""
"aceseeds.org","Juanita x Malawi I+D Feminizada","65","https://www.aceseeds.org/semillas/juanitaxmalawi-semillas-feminizadas/","","wc_store_product","JuanitaxMalawi_feminized_seeds",""
"aceseeds.org","Kali China Feminizada","15","https://www.aceseeds.org/semillas/kali-china-semillas-feminizadas/","","wc_store_product","Kali_China_feminized_seeds",""
"aceseeds.org","Kalidonia Feminizada","50","https://www.aceseeds.org/semillas/kalidonia-semillas-feminizadas/","","wc_store_product","Kalidonia_feminized_seeds",""
"aceseeds.org","Killer A5 Haze Feminizada","18","https://www.aceseeds.org/semillas/killer-a5-haze-semillas-feminizadas/","","wc_store_product","Killer_A5_Haze_feminized_seeds",""
"aceseeds.org","Lao Highland Regular","48","https://www.aceseeds.org/semillas/lao-highland-semillas-regulares/","","wc_store_product","Lao_Highland_regular_seeds",""
"aceseeds.org","Lavender x ErdPurt I+D Regular","65","https://www.aceseeds.org/semillas/lavenderxerdpurt-semillas-regulares/","","wc_store_product","LavenderxErdPurt_regular_seeds",""
"aceseeds.org","Líbano Regular","17,5","https://www.aceseeds.org/semillas/libano-semillas-regulares/","","wc_store_product","Lebanese_regular_seeds",""
"aceseeds.org","Malawi / PCK #47 morada x ErdPurt I+D Regular","50","https://www.aceseeds.org/semillas/malawipckxerdpurt-semillas-regulares/","","wc_store_product","MalawiPCKxErdPurt_regular_seeds",""
"aceseeds.org","Malawi / PCK #47 morada x Nueva Malawi asesina I+D Feminizada","50","https://www.aceseeds.org/semillas/malawipckxnewmalawikiller-fem/","","wc_store_product","MalawiPCKxNewMalawiKiller_feminized_seeds",""
"aceseeds.org","Malawi Feminizada","15","https://www.aceseeds.org/semillas/malawi-semillas-feminizadas/","","wc_store_product","Malawi_feminized_seeds",""
"aceseeds.org","Malawi Regular","45","https://www.aceseeds.org/semillas/malawi-semillas-regulares/","","wc_store_product","Malawi_regular_seeds",""
"aceseeds.org","Malawi x Panamá Regular","35","https://www.aceseeds.org/semillas/malawixpanama-semillas-regulares/","","wc_store_product","malawixpanama_regular_seeds",""
"aceseeds.org","12 Marruecos Beldia Kif Regular","500","https://www.aceseeds.org/semillas/marruecos-beldia-kif-regular-copia/","","wc_store_product","Moroccan_Beldia_Kif_regular_seeds-1",""
"aceseeds.org","Marruecos Beldia Kif Regular","13","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-regulares/","","wc_store_product","Moroccan_Beldia_Kif_regular_seeds",""
"aceseeds.org","Mekhong Classic Regular","55","https://www.aceseeds.org/semillas/mekhong-classic-semillas-regulares/","","wc_store_product","Mekhong_Classic_regular-seeds",""
"aceseeds.org","Nepal Annapurna Regular","26","https://www.aceseeds.org/semillas/nepal-annapurna-semillas-regulares/","","wc_store_product","Nepal_Annapurna_regular_seeds",""
"aceseeds.org","12 Nepal Jam Regular","500","https://www.aceseeds.org/semillas/nepal-jam-regular-copia/","","wc_store_product","Nepal_Jam_regular_seeds-1",""
"aceseeds.org","Nepal Jam Regular","35","https://www.aceseeds.org/semillas/nepal-jam-semillas-regulares/","","wc_store_product","Nepal_Jam_regular_seeds",""
"aceseeds.org","Oaxaca A5 Haze feminizada","15","https://www.aceseeds.org/semillas/oaxaca-x-a5-haze-semillas-feminizadas/","","wc_store_product","Oaxaca_A5_Haze_feminized_seeds",""
"aceseeds.org","Oaxaca x Zamaldelica I+D Regular","80","https://www.aceseeds.org/semillas/oaxaca-x-zamaldelica-id-regular-seeds/","","wc_store_product","OaxacaxZamaldelica_regular-seeds",""
"aceseeds.org","Oldtimer&#8217;s Haze Regular","45","https://www.aceseeds.org/semillas/oldtimers-haze-semillas-regulares/","","wc_store_product","Oldtimers_Haze_regular_seeds",""
"aceseeds.org","6 Orient Express Feminizada","500","https://www.aceseeds.org/semillas/orient-express-feminizada-copia/","","wc_store_product","Orient_Express_feminized_seeds-1",""
"aceseeds.org","Orient Express Feminizada","15","https://www.aceseeds.org/semillas/orient-express-semillas-feminizadas/","","wc_store_product","Orient_Express_feminized_seeds",""
"aceseeds.org","Orient Express Regular","35","https://www.aceseeds.org/semillas/orient-express-semillas-regulares/","","wc_store_product","orient_express_regular_seeds",""
"aceseeds.org","Pakistan Chitral Kush Regular","45","https://www.aceseeds.org/semillas/pakistan-chitral-kush-semillas-regulares/","","wc_store_product","Pakistan_Chitral_Kush_regular_seeds",""
"aceseeds.org","Panama A5 Haze Feminizada","80","https://www.aceseeds.org/semillas/panama-a5-haze-semillas-feminizadas/","","wc_store_product","Panama_A5_Haze_feminized_seeds",""
"aceseeds.org","Panama Haze Feminizada","15","https://www.aceseeds.org/semillas/panama-haze-semillas-feminizadas/","","wc_store_product","Panama_Haze_feminized_seeds",""
"aceseeds.org","Panama Feminizada","15","https://www.aceseeds.org/semillas/panama-semillas-feminizadas/","","wc_store_product","Panama_feminized_seeds",""
"aceseeds.org","Panama Regular","45","https://www.aceseeds.org/semillas/panama-semillas-regulares/","","wc_store_product","Panama_regular_seeds",""
"aceseeds.org","Panama x ErdPurt I+D Regular","50","https://www.aceseeds.org/semillas/panamaxerdpurt-semillas-regulares/","","wc_store_product","PanamaxErdPurt_regular_seeds",""
"aceseeds.org","Pulwama F2 Regular","100","https://www.aceseeds.org/semillas/pulwama-f2-semillas-regulares/","","wc_store_product","Pulwama_f2_regular_seeds",""
"aceseeds.org","6 Purple Haze x Malawi Feminizada","500","https://www.aceseeds.org/semillas/purple-haze-x-malawi-feminizada-copia/","","wc_store_product","Purple_HazexMalawi_feminized_seeds-1",""
"aceseeds.org","Purple Haze x Malawi Feminizada","15","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-feminizadas/","","wc_store_product","Purple_HazexMalawi_feminized_seeds",""
"aceseeds.org","Purple Haze x Malawi Regular","35","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-regulares/","","wc_store_product","Purple_HazexMalawi_regular_seeds",""
"aceseeds.org","Purple Haze #23 x Thai Chiang Mai I+D Regular","65","https://www.aceseeds.org/semillas/purplehazexthaichiangmai-semillas-regulares/","","wc_store_product","PurpleHazexThaiChiangMai_regular_seeds",""
"aceseeds.org","Purple Haze #23 x Zamaldelica I+D Regular","65","https://www.aceseeds.org/semillas/purplehazexzamaldelica-semillas-regulares/","","wc_store_product","PurpleHazexZamaldelica_regular_seeds",""
"aceseeds.org","Malawi Morada x ErdPurt I+D Regular","50","https://www.aceseeds.org/semillas/purplemalawixerdpurt-semillas-regulares/","","wc_store_product","PurpleMalawixErdPurt_regular_seeds",""
"aceseeds.org","Baluchistán Quetta Selección Morada #1 Regular","150","https://www.aceseeds.org/semillas/quetta-seleccion-morada1-semillas-regulares/","","wc_store_product","Quetta_Purple_Selection1_regular_seeds",""
"aceseeds.org","Romulan «BX1» Regular","150","https://www.aceseeds.org/semillas/romulan-bx1-semillas-regulares/","","wc_store_product","RomulanBx1_regular_seeds",""
"aceseeds.org","Rudra Solvent Feminizada","80","https://www.aceseeds.org/semillas/rudra-solvent-semillas-feminizadas/","","wc_store_product","Rudra_Solvent_feminized_seeds",""
"aceseeds.org","Siberian Ruderalis Feminizada","32,5","https://www.aceseeds.org/semillas/siberian-ruderalis-semillas-feminizadas/","","wc_store_product","Siberian_Ruderalis_Feminized_Seeds",""
"blimburnseeds.com","Amsterdam Legends","46","https://blimburnseeds.com/amsterdam-legends-dutch-classics/","","wc_store_product","BF154415451546",""
"blimburnseeds.com","Apple Fritter Autoflower HMC Edition","42","https://blimburnseeds.com/apple-fritter-autoflower-hmc-edition/","","wc_store_product","HM00031",""
"blimburnseeds.com","Apple Tartz Pre Roll","12","https://blimburnseeds.com/apple-tartz-pre-roll/","","wc_store_product","PRO007",""
"blimburnseeds.com","Beginners Pack","46","https://blimburnseeds.com/beginners-pack-easy-start/","","wc_store_product","BF149915001501",""
"blimburnseeds.com","Blackberry Moonrocks Auto HMC Edition","42","https://blimburnseeds.com/blackberry-moonrocks-auto-hmc-edition/","","wc_store_product","HM00042",""
"blimburnseeds.com","Blackberry Moonrocks HMC Edition","42","https://blimburnseeds.com/blackberry-moonrocks-hmc/","","wc_store_product","HM00004",""
"blimburnseeds.com","Blue Dream HMC Edition","49","https://blimburnseeds.com/blue-dream-hmc/","","wc_store_product","HM00012",""
"blimburnseeds.com","Blue Runtz Clones","39","https://blimburnseeds.com/blue-runtz-clones/","","wc_store_product","CL0003",""
"blimburnseeds.com","Blue Zushi","17,5","https://blimburnseeds.com/blue-zushi/","","wc_store_product","BF1566",""
"blimburnseeds.com","Candy Games #25","60","https://blimburnseeds.com/candy-games-25/","","wc_store_product","HVG003",""
"blimburnseeds.com","Candy Games #38","60","https://blimburnseeds.com/candy-games-38/","","wc_store_product","HVG004",""
"blimburnseeds.com","Cap Junky HMC Edition","42","https://blimburnseeds.com/cap-junky-hmc/","","wc_store_product","HM00014",""
"blimburnseeds.com","CBD Collection","46","https://blimburnseeds.com/cbd-collection-cbd-essentials/","","wc_store_product","BC102810291030",""
"blimburnseeds.com","Cement Shoes THCA Flower","40","https://blimburnseeds.com/cement-shoes-thca-flower/","","wc_store_product","JAR017",""
"blimburnseeds.com","Classics Edition","46","https://blimburnseeds.com/classics-edition/","","wc_store_product","BF1754303497",""
"blimburnseeds.com","Double Runtz clones","39","https://blimburnseeds.com/double-runtz-clones/","","wc_store_product","CL0005",""
"blimburnseeds.com","Durban Poison Autoflower HMC Edition","42","https://blimburnseeds.com/durban-poison-autoflower-hmc-edition/","","wc_store_product","HM00045",""
"blimburnseeds.com","Easy Button Auto","60","https://blimburnseeds.com/easy-button-auto/","","wc_store_product","HVG005",""
"blimburnseeds.com","F1 AUTO","72","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/","","wc_store_product","BA122812291230",""
"blimburnseeds.com","F1 FEM","72","https://blimburnseeds.com/f1-fem-hybrid-vigor/","","wc_store_product","BF149614971498",""
"blimburnseeds.com","Fast Growers","46","https://blimburnseeds.com/fast-growers-quick-bloom/","","wc_store_product","BF150215031504",""
"blimburnseeds.com","Fruity Loops","17,5","https://blimburnseeds.com/fruity-loops/","","wc_store_product","BF1564",""
"blimburnseeds.com","Fuelato Pre Roll","12","https://blimburnseeds.com/fuelato-pre-roll/","","wc_store_product","PRO006",""
"blimburnseeds.com","Game Over","60","https://blimburnseeds.com/game-over/","","wc_store_product","HVG009",""
"blimburnseeds.com","Gelato HMC Edition","55","https://blimburnseeds.com/gelato-hmc/","","wc_store_product","HM00026",""
"blimburnseeds.com","Gelato Pre Roll","12","https://blimburnseeds.com/gelato-pre-roll/","","wc_store_product","PRO001",""
"blimburnseeds.com","Gelato THCA Flower","40","https://blimburnseeds.com/gelato-thca-flower/","","wc_store_product","JAR006",""
"blimburnseeds.com","Ghost Train Haze HMC Edition","42","https://blimburnseeds.com/ghost-train-haze-hmc/","","wc_store_product","HM00015",""
"blimburnseeds.com","Godfather OG Auto HMC Edition","42","https://blimburnseeds.com/godfather-og-auto-hmc/","","wc_store_product","HM00049",""
"blimburnseeds.com","Gorilla Glue #4 Autoflower HMC Edition","42","https://blimburnseeds.com/gorilla-glue-4-autoflower-hmc-edition/","","wc_store_product","HM00030",""
"blimburnseeds.com","Gorilla Glue 4 HMC Edition","55","https://blimburnseeds.com/gorilla-glue-4-hmc/","","wc_store_product","HM00008",""
"blimburnseeds.com","Gorilla Glue G4 THCA Flower","40","https://blimburnseeds.com/gorilla-glue-g4-thca-flower/","","wc_store_product","JAR005",""
"blimburnseeds.com","Hash Burger","17,5","https://blimburnseeds.com/hash-burger/","","wc_store_product","BF1569",""
"blimburnseeds.com","High Yield Selection Fem","46","https://blimburnseeds.com/high-yield-selection-fem/","","wc_store_product","BF1754303499",""
"blimburnseeds.com","Illemonati clones","39","https://blimburnseeds.com/illemonati-clones/","","wc_store_product","CL0009",""
"blimburnseeds.com","Indica Elite Auto","46","https://blimburnseeds.com/indica-elite-auto/","","wc_store_product","BF1754303495",""
"blimburnseeds.com","John Connor","17,5","https://blimburnseeds.com/john-connor/","","wc_store_product","BF1567",""
"blimburnseeds.com","Jokerz Candy THCA Flower","40","https://blimburnseeds.com/jokerz-candy-thca-flower/","","wc_store_product","JAR002",""
"blimburnseeds.com","Key Lime Jack","17,5","https://blimburnseeds.com/key-lime-jack/","","wc_store_product","BF1454",""
"blimburnseeds.com","Knockout","60","https://blimburnseeds.com/knockout/","","wc_store_product","HVG010",""
"blimburnseeds.com","Kush Collection","46","https://blimburnseeds.com/kush-collection-earthy-strength/","","wc_store_product","BF150815091510",""
"blimburnseeds.com","Lemon Cherry Gelato","17,5","https://blimburnseeds.com/lemon-cherry-gelato/","","wc_store_product","BF1455",""
"blimburnseeds.com","London Pound Cake Pre Roll","12","https://blimburnseeds.com/london-pound-cake-pre-roll/","","wc_store_product","PRO010",""
"blimburnseeds.com","Mamba Negra HMC Edition","49","https://blimburnseeds.com/mamba-negra-hmc-edition/","","wc_store_product","HM00039",""
"blimburnseeds.com","Maui Waui HMC Edition","42","https://blimburnseeds.com/maui-waui-hmc/","","wc_store_product","HM00024",""
"blimburnseeds.com","Mimosa HMC Edition","42","https://blimburnseeds.com/mimosa-hmc/","","wc_store_product","HM00011",""
"blimburnseeds.com","Moonlight Calm","46","https://blimburnseeds.com/moonlight-calm-night-serenity/","","wc_store_product","BF153215331534",""
"blimburnseeds.com","Sativa Elite Auto","46","https://blimburnseeds.com/pack-sativas-auto/","","wc_store_product","BF1754303493",""
"blimburnseeds.com","Peachez","17,5","https://blimburnseeds.com/peachez/","","wc_store_product","BF1458",""
"blimburnseeds.com","Peanut Butter Breath HMC Edition","42","https://blimburnseeds.com/peanut-butter-breath-hmc/","","wc_store_product","HM00022",""
"blimburnseeds.com","Permanent Marker HMC Edition","42","https://blimburnseeds.com/permanent-marker-hmc/","","wc_store_product","HM00006",""
"blimburnseeds.com","Permanent Marker x Banana Cream","17,5","https://blimburnseeds.com/permanent-marker-x-banana-cream/","","wc_store_product","BF1558",""
"blimburnseeds.com","Permanent Marker x Lemon Cherry","17,5","https://blimburnseeds.com/permanent-marker-x-lemon-cherry/","","wc_store_product","BF1557",""
"blimburnseeds.com","Permanent Marker x Rs11","17,5","https://blimburnseeds.com/permanent-marker-x-rs11/","","wc_store_product","BF1555",""
"blimburnseeds.com","Permanent Marker x White Runtz","17,5","https://blimburnseeds.com/permanent-marker-x-white-runtz/","","wc_store_product","BF1556",""
"blimburnseeds.com","Pineapple Daddy Auto","60","https://blimburnseeds.com/pineapple-daddy-auto/","","wc_store_product","HVG014",""
"blimburnseeds.com","Platinum OG clones","39","https://blimburnseeds.com/platinum-og-clones/","","wc_store_product","CL0014",""
"blimburnseeds.com","Purple Haze THCA Flower","40","https://blimburnseeds.com/purple-haze-thca-flower/","","wc_store_product","JAR015",""
"blimburnseeds.com","Purple Lemonade Autoflower HMC Edition","42","https://blimburnseeds.com/purple-lemonade-autoflower-hmc/","","wc_store_product","HM00044",""
"blimburnseeds.com","Purple Star Killer HMC Edition","42","https://blimburnseeds.com/purple-star-killer-hmc/","","wc_store_product","HM00016",""
"blimburnseeds.com","Reshipment fee for returned order","15","https://blimburnseeds.com/reshipment-fee-for-returned-order/","","wc_store_product","",""
"blimburnseeds.com","Ricky Bobby HMC Edition","42","https://blimburnseeds.com/ricky-bobby-hmc/","","wc_store_product","HM00033",""
"blimburnseeds.com","RS11 Pre Roll","12","https://blimburnseeds.com/rs11-pre-roll/","","wc_store_product","PRO002",""
"blimburnseeds.com","Sativa Elite Fem","46","https://blimburnseeds.com/sativa-elite-fem/","","wc_store_product","BF1754303494",""
"blimburnseeds.com","Scrambler Haze HMC Edition","49","https://blimburnseeds.com/scrambler-haze-hmc/","","wc_store_product","HM00013",""
"blimburnseeds.com","Shortcut Auto","60","https://blimburnseeds.com/shortcut-auto/","","wc_store_product","HVG017",""
"blimburnseeds.com","Skunk Collection","46","https://blimburnseeds.com/skunk-collection-classic-funk/","","wc_store_product","BF151115121513",""
"blimburnseeds.com","Sleepy Joe HMC Edition","42","https://blimburnseeds.com/sleepy-joe-strain-hmc/","","wc_store_product","HM00019",""
"blimburnseeds.com","Stoned Panda HMC Edition","49","https://blimburnseeds.com/stoned-panda-hmc/","","wc_store_product","HM00007",""
"blimburnseeds.com","Strawberry Gary","17,5","https://blimburnseeds.com/strawberry-gary/","","wc_store_product","BF1565",""
"blimburnseeds.com","Super Boof Auto","17,5","https://blimburnseeds.com/super-boof-auto/","","wc_store_product","BA1206",""
"blimburnseeds.com","Super Boof THCA Flower","40","https://blimburnseeds.com/super-boof-thca-flower/","","wc_store_product","JAR010",""
"blimburnseeds.com","Sweet 16","60","https://blimburnseeds.com/sweet-16/","","wc_store_product","HVG016",""
"blimburnseeds.com","The Toad HMC Edition","42","https://blimburnseeds.com/the-toad-hmc/","","wc_store_product","HM00035",""
"blimburnseeds.com","Tiramisu THCA Flower","40","https://blimburnseeds.com/tiramisu-thca-flower/","","wc_store_product","JAR011",""
"blimburnseeds.com","USA Breeders","46","https://blimburnseeds.com/usa-breeders-american-icons/","","wc_store_product","BF153815391540",""
"blimburnseeds.com","Widow Collection","46","https://blimburnseeds.com/widow-collection-frosted-force/","","wc_store_product","BF151415151516",""
"blimburnseeds.com","Winners Collection","46","https://blimburnseeds.com/winners-collection/","","wc_store_product","BF1754303492",""
"blimburnseeds.com","Zombie Death Fuck HMC Edition","49","https://blimburnseeds.com/zombie-death-fuck-hmc-edition/","","wc_store_product","HM00034",""
"blimburnseeds.com","Z Runtz Pre Roll","12","https://blimburnseeds.com/z-runtz-pre-roll/","","wc_store_product","PRO009",""
"blimburnseeds.com","Z Runtz THCA Flower","40","https://blimburnseeds.com/z-runtz-thca-flower/","","wc_store_product","JAR012",""
"bulkseedbank.org","AUTO BUBBLEGUM EXTRA","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-bubblegum-extra-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO CARAMEL KING","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-caramel-king-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO COFFE ROCKET","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-coffe-rocket-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO CRITICAL","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-critical-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO DOSIDOS ROCKETOS","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-dosidos-rocketos-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO DUBAI POISON","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-dubai-poison-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO GRANDE CRACK","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-grande-crack-3/","","wc_store_product","",""
"bulkseedbank.org","AUTO GUERILLA GLUE","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-guerilla-glue-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO MANDALIME JUICE","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-mandalime-juice-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO NORTHERN LIGHT","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-northern-light-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO ORIGINAL ORANGE BUD","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-original-orange-bud-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO PERFECT POWER PLANT","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-perfect-power-plant-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO PSYCHEDELIC","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-psychedelic-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO STRAWBERRY FERRY","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-strawberry-ferry-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO SUNMANGO","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-sunmango-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO SWEET TOOTH","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-sweet-tooth-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO WHITE WIDOW","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-white-widow-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO WILD DWARF","17,5","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-wild-dwarf-2/","","wc_store_product","",""
"bulkseedbank.org","AUTO CBD GUERILLA GLUE","17,5","https://bulkseedbank.org/cannabis-seeds/cbd-seeds/auto-cbd-guerilla-glue/","","wc_store_product","",""
"bulkseedbank.org","CBD CRITICAL","17,5","https://bulkseedbank.org/cannabis-seeds/cbd-seeds/cbd-critical/","","wc_store_product","",""
